Min Leaf Split,Accuracy,SKlearn Accuracy,F1-Score,SKlearn F1-Score,Precision,SKlearn Presicion,Recall,SKlearn Recall,Fitting Time,SKlearn Fitting Time,Prediction Time,SKlearn Prediction Time,Tree Depth,SKlearn Tree Depth,Model Size,SKlearn Model Size
80,0.9342236024844721,0.9384472049689441,0.9347614196781697,0.9383902268833199,0.8879769940204723,0.9064474229474229,0.9418333333333333,0.9211666666666666,0.03887968000053661,0.0006488800001534401,0.0036003399998662646,0.0002698400001463597,5.5,4.6,1292.6,2432.0
81,0.9185093167701865,0.9342028985507247,0.9192540486806606,0.9346160793248574,0.8556602781146962,0.8818697285833718,0.9296666666666669,0.9376666666666666,0.040299990000130494,0.0006930999996257014,0.0038574500000322586,0.0003095499996561557,6.4,4.3,1326.9,2388.5
82,0.9256314699792961,0.9241614906832298,0.9264997808880009,0.9240500957118091,0.8583834364868848,0.8822118226600985,0.946,0.9086666666666666,0.03291748000010557,0.0005206300002100761,0.003002149999701942,0.000108390000059444,5.3,4.6,1257.4,2417.6
83,0.9284265010351967,0.9427950310559007,0.9286000188493198,0.9422664698424912,0.8866914052131442,0.9338606554899462,0.9129999999999999,0.9003333333333334,0.03470894000020053,0.0005184500001632842,0.003329210000083549,0.00012244999998074492,5.9,4.2,1351.8,2373.8
84,0.9256107660455488,0.9328364389233956,0.925556175945386,0.9334592796028852,0.8819958504077496,0.8880739723239724,0.9083333333333334,0.9335000000000001,0.035701650000191876,0.0005081300001620548,0.003341800000089279,0.00011835000004793983,5.8,4.6,1352.3,2388.2
85,0.9313250517598345,0.921304347826087,0.9316991842227047,0.9213405712224851,0.8735389795389796,0.885842674317187,0.9378333333333334,0.8920000000000001,0.03456062000004749,0.0005196600000999752,0.003178209999714454,0.00014437999980145832,5.3,4.1,1266.8,2402.9
86,0.9227743271221532,0.9485093167701864,0.9235953735916921,0.9486237933491793,0.8577057792837403,0.913424498207107,0.9376666666666666,0.9418333333333333,0.03254115000017919,0.000489249999736785,0.0028961099995285624,0.0001043500000378117,5.9,4.0,1249.7,2359.7
87,0.9141614906832298,0.9413250517598344,0.914107407091541,0.9411886561633904,0.8714591351101648,0.9142231182665965,0.8878333333333334,0.9170000000000001,0.03238668999983929,0.0005249800000456162,0.002904019999914453,0.00011652000011963537,5.4,3.9,1232.7,2388.5
88,0.9198550724637682,0.9270393374741202,0.9204635664918017,0.9269677029735928,0.8548092951949575,0.8915032938076417,0.9338333333333335,0.9051666666666668,0.03213640000012674,0.0004966399998011184,0.0028067399996871247,0.00011427000008552568,5.3,4.3,1224.6,2315.9
89,0.9370393374741202,0.9513871635610766,0.9376202837998078,0.9515381893018324,0.883407385273952,0.9207807562807563,0.95,0.9420000000000002,0.033340789999965634,0.0005336899999747402,0.0031202799997117835,0.00013319999998202549,6.0,4.0,1275.7,2316.2
90,0.9328364389233956,0.9270600414078676,0.9332697970589257,0.9271144422077695,0.8779847189847189,0.8906184041401433,0.9378333333333334,0.9046666666666667,0.0334907899996324,0.00047969999995984837,0.00313058000010642,9.926000020641368e-05,6.0,3.8,1309.7,2272.4
91,0.9184472049689442,0.9456521739130436,0.9171759121269114,0.9452014606531922,0.8919943981000952,0.934058941058941,0.8791666666666667,0.9083333333333334,0.03387452000006306,0.000534430000334396,0.003433039999617904,0.00011851999970531324,6.5,4.4,1300.5,2431.4
92,0.9170186335403727,0.9484886128364389,0.9177143710727369,0.9486138597547038,0.8524166704379686,0.9236088247890493,0.9291666666666668,0.9336666666666668,0.031956150000041816,0.0005098100000395789,0.002709159999903932,0.00010872000020754058,5.3,4.1,1206.8,2301.8
93,0.9284679089026916,0.9313457556935818,0.928551372813461,0.9311688145727894,0.8895712058500665,0.9103568043095779,0.909,0.8968333333333334,0.03346293000013247,0.0005044199995609233,0.0029719099995418217,0.00011128999994980404,5.3,4.0,1258.1,2287.4
94,0.9241407867494825,0.9356728778467909,0.9247202367265386,0.9354976260206431,0.8691694123496367,0.910356628878368,0.93,0.9085000000000001,0.030804340000213416,0.0005021999999371473,0.0028091000001950308,0.00011131000028399284,5.6,4.6,1232.1,2475.5
95,0.918488612836439,0.9456728778467909,0.9192985205294031,0.9457756592946855,0.8493064632325646,0.9185154217762914,0.9458333333333334,0.9295,0.03379532999988442,0.0004801499999302905,0.0031096899998374282,0.00010376000027463305,6.1,3.9,1308.7,2272.4
96,0.9227329192546584,0.9342236024844721,0.9232589977523356,0.9343264393725004,0.8628592409866773,0.9000453475670869,0.9250000000000002,0.9129999999999999,0.03160440999981802,0.0005299999998896965,0.0029340099999899394,0.00013534000026993454,5.4,4.5,1224.1,2388.2
97,0.9384472049689441,0.9356728778467909,0.9389840144805618,0.9355073074142466,0.8857738670347366,0.9066383061383062,0.9503333333333334,0.9131666666666668,0.029490349999832688,0.0004946500001096865,0.002488950000042678,0.00010566000000835629,4.9,4.2,1147.1,2286.8
98,0.9356728778467909,0.9227950310559008,0.9364579749644169,0.9226697046724756,0.8774778480853532,0.8928316595670418,0.9583333333333334,0.8885,0.033197060000202325,0.0005434000000605011,0.0028950500000064494,0.000123899999744026,5.7,4.1,1241.7,2272.7
99,0.9299171842650104,0.9356107660455487,0.9306277179910951,0.9363850116664842,0.8707412842585256,0.8717235374154415,0.9460000000000001,0.9630000000000001,0.030886679999821354,0.0005212600000959356,0.0026801800000612274,0.00012091000007785624,5.4,4.2,1189.8,2345.0
100,0.9327743271221532,0.9285093167701864,0.9333546462659269,0.9284562580074965,0.869746277959921,0.8986285623422056,0.9501666666666667,0.9006666666666666,0.0317711199995756,0.0005106000002342625,0.0029309399995327114,0.00013156999975763028,5.6,4.3,1233.2,2316.2
101,0.9313871635610766,0.9370393374741202,0.9322448895859461,0.9369901384408024,0.8620148555148555,0.9031857072074463,0.9588333333333334,0.9208333333333332,0.03065749000015785,0.0005083700001705438,0.0026088899994647363,0.00011201000033906894,5.3,3.9,1173.3,2258.3
102,0.9298343685300207,0.9242236024844722,0.9295605511187939,0.9242455745549625,0.9034293532977744,0.8888351533523947,0.9045,0.8965000000000002,0.03313285000003816,0.0004970700001649675,0.0028924199999892154,0.00013590000016847626,5.4,3.8,1232.7,2229.2
103,0.9198757763975156,0.9356728778467909,0.9190031201676113,0.9356816478749679,0.8923153844206475,0.8977837437147782,0.8798333333333334,0.921,0.030156549999810524,0.0004888499999651686,0.0026066699998409603,0.00010571999973763013,5.1,4.1,1165.0,2301.5
